Set Transaction Arrival Rate,Actual Transaction Arrival Rate,Block Size,Orderers,Throughput,Avg Latency,Min Latency,Max Latency
20.0,20.0,740.0,3,19.4,1.13,0.09,2.16
20.0,20.0,745.0,3,19.4,1.12,0.08,2.15
20.0,20.0,750.0,3,19.4,1.13,0.09,2.17
20.0,20.0,755.0,3,19.3,1.13,0.08,2.17
20.0,20.0,760.0,3,19.3,1.13,0.08,2.18
20.0,20.0,765.0,3,19.4,1.12,0.08,2.15
20.0,20.0,770.0,3,19.4,1.12,0.08,2.15
20.0,20.0,775.0,3,19.4,1.12,0.08,2.16
20.0,20.0,780.0,3,19.3,1.12,0.08,2.15
20.0,20.0,785.0,3,19.3,1.13,0.08,2.16
20.0,20.0,790.0,3,19.4,1.12,0.08,2.15
20.0,20.0,795.0,3,19.4,1.12,0.04,2.14
20.0,20.0,800.0,3,19.3,1.12,0.08,2.15
25.0,25.0,10.0,3,25.0,0.23,0.02,0.43
25.0,25.0,15.0,3,24.0,0.35,0.02,2.07
25.0,25.0,20.0,3,25.0,0.44,0.04,0.84
25.0,25.0,25.0,3,25.0,0.55,0.05,1.09
25.0,25.0,30.0,3,24.0,0.66,0.04,2.05
25.0,25.0,35.0,3,24.2,0.77,0.04,2.08
25.0,25.0,40.0,3,25.0,0.86,0.04,1.66
25.0,25.0,45.0,3,24.0,0.98,0.04,2.07
25.0,25.0,50.0,3,25.0,1.08,0.09,2.07
25.0,25.0,55.0,3,24.0,1.15,0.09,2.2
25.0,25.0,60.0,3,24.1,1.15,0.09,2.2
25.0,25.0,65.0,3,24.1,1.14,0.09,2.18
25.0,25.0,70.0,3,24.1,1.15,0.1,2.19
25.0,25.0,75.0,3,24.1,1.15,0.08,2.18
25.0,25.0,80.0,3,24.2,1.14,0.09,2.18
25.0,25.0,85.0,3,24.1,1.15,0.08,2.18
25.0,25.0,90.0,3,24.1,1.15,0.08,2.21
25.0,25.0,95.0,3,24.0,1.16,0.09,2.22
25.0,25.0,100.0,3,24.2,1.16,0.1,2.2
25.0,25.0,105.0,3,24.0,1.15,0.08,2.19
25.0,25.0,110.0,3,24.0,1.15,0.08,2.2
25.0,25.0,115.0,3,24.1,1.15,0.07,2.19
25.0,25.0,120.0,3,24.1,1.15,0.08,2.19
25.0,25.0,125.0,3,24.0,1.15,0.1,2.2
25.0,25.0,130.0,3,24.2,1.15,0.1,2.18
25.0,25.0,135.0,3,24.1,1.15,0.1,2.19
25.0,25.0,140.0,3,24.2,1.14,0.06,2.19
25.0,25.0,145.0,3,24.1,1.15,0.07,2.19
25.0,25.0,150.0,3,24.0,1.16,0.1,2.19
25.0,25.0,155.0,3,24.2,1.15,0.09,2.2
25.0,25.0,160.0,3,24.1,1.15,0.09,2.2
25.0,25.0,165.0,3,24.1,1.15,0.1,2.19
25.0,25.0,170.0,3,24.0,1.16,0.1,2.19
25.0,25.0,175.0,3,24.1,1.15,0.05,2.19
25.0,25.0,180.0,3,24.2,1.15,0.09,2.19
25.0,25.0,185.0,3,23.9,1.17,0.11,2.22
25.0,25.0,190.0,3,24.0,1.18,0.11,2.25
25.0,25.0,195.0,3,24.0,1.17,0.11,2.25
25.0,25.0,200.0,3,23.9,1.17,0.07,2.24
25.0,25.0,205.0,3,24.1,1.17,0.1,2.21
25.0,25.0,210.0,3,24.0,1.17,0.09,2.24
25.0,25.0,215.0,3,24.1,1.16,0.1,2.21
25.0,25.0,220.0,3,24.0,1.17,0.12,2.23
25.0,25.0,225.0,3,23.8,1.18,0.13,2.24
25.0,25.0,230.0,3,24.0,1.17,0.11,2.22
25.0,25.0,235.0,3,24.0,1.16,0.09,2.22
25.0,25.0,240.0,3,24.1,1.17,0.11,2.23
25.0,25.0,245.0,3,24.2,1.17,0.11,2.23
25.0,25.0,250.0,3,23.8,1.18,0.09,2.26
25.0,25.0,255.0,3,24.0,1.17,0.1,2.25
25.0,25.0,260.0,3,24.0,1.16,0.09,2.23
25.0,25.0,265.0,3,23.8,1.18,0.1,2.25
25.0,25.0,270.0,3,24.0,1.18,0.12,2.23
25.0,25.0,275.0,3,24.1,1.16,0.09,2.22
25.0,25.0,280.0,3,24.0,1.17,0.12,2.25
25.0,25.0,285.0,3,24.0,1.17,0.09,2.24
25.0,25.0,290.0,3,24.0,1.17,0.09,2.24
25.0,25.0,295.0,3,23.9,1.18,0.12,2.22
25.0,25.0,300.0,3,24.2,1.16,0.08,2.2
25.0,25.0,305.0,3,24.0,1.17,0.05,2.25
25.0,25.0,310.0,3,24.0,1.17,0.1,2.23
25.0,25.0,315.0,3,24.1,1.16,0.09,2.2
25.0,25.0,320.0,3,24.0,1.16,0.07,2.24
25.0,25.0,325.0,3,23.9,1.18,0.1,2.25
25.0,25.0,330.0,3,24.1,1.17,0.11,2.25
25.0,25.0,335.0,3,24.0,1.16,0.09,2.23
25.0,25.0,340.0,3,24.1,1.17,0.11,2.2
25.0,25.0,345.0,3,24.1,1.16,0.11,2.2
25.0,25.0,350.0,3,24.1,1.16,0.1,2.19
25.0,25.0,355.0,3,24.0,1.16,0.1,2.21
25.0,25.0,360.0,3,24.0,1.17,0.1,2.22
25.0,25.0,365.0,3,24.0,1.15,0.1,2.2
25.0,25.0,370.0,3,24.2,1.16,0.1,2.2
25.0,25.0,375.0,3,24.1,1.15,0.09,2.18
25.0,25.0,380.0,3,24.2,1.16,0.1,2.2
25.0,25.0,385.0,3,24.1,1.16,0.1,2.21
25.0,25.0,390.0,3,24.2,1.16,0.1,2.21
25.0,25.0,395.0,3,24.0,1.16,0.11,2.19
25.0,25.0,400.0,3,24.2,1.16,0.11,2.21
25.0,25.0,405.0,3,24.2,1.15,0.09,2.2
25.0,25.0,410.0,3,24.1,1.16,0.11,2.22
25.0,25.0,415.0,3,24.1,1.16,0.1,2.2
25.0,25.0,420.0,3,24.2,1.16,0.11,2.19
25.0,25.0,425.0,3,24.1,1.16,0.1,2.2
25.0,25.0,430.0,3,24.1,1.16,0.1,2.21
25.0,25.0,435.0,3,24.0,1.17,0.09,2.24
25.0,25.0,440.0,3,24.1,1.17,0.11,2.23
25.0,25.0,445.0,3,24.0,1.16,0.1,2.23
25.0,25.0,450.0,3,24.1,1.16,0.11,2.21
25.0,25.0,455.0,3,24.1,1.16,0.09,2.19
25.0,25.0,460.0,3,23.9,1.18,0.11,2.25
25.0,25.0,465.0,3,24.0,1.15,0.08,2.2
25.0,25.0,470.0,3,24.0,1.17,0.1,2.23
25.0,25.0,475.0,3,24.1,1.16,0.1,2.2
25.0,25.0,480.0,3,24.0,1.16,0.09,2.23
25.0,25.0,485.0,3,24.1,1.15,0.1,2.2
25.0,25.0,490.0,3,24.2,1.15,0.09,2.19
25.0,25.0,495.0,3,24.3,1.15,0.1,2.19
25.0,25.0,500.0,3,24.2,1.15,0.1,2.19
25.0,25.0,505.0,3,24.3,1.15,0.09,2.19
25.0,25.0,510.0,3,24.1,1.16,0.08,2.22
25.0,25.0,515.0,3,24.1,1.16,0.1,2.2
25.0,25.0,520.0,3,24.1,1.17,0.1,2.24
25.0,25.0,525.0,3,24.1,1.15,0.07,2.19
25.0,25.0,530.0,3,24.1,1.15,0.09,2.2
25.0,25.0,535.0,3,24.1,1.16,0.1,2.2
25.0,25.0,540.0,3,24.1,1.16,0.11,2.2
25.0,25.0,545.0,3,24.0,1.16,0.11,2.22
25.0,25.0,550.0,3,24.0,1.15,0.1,2.19
25.0,25.0,555.0,3,23.9,1.18,0.12,2.25
25.0,25.0,560.0,3,24.1,1.16,0.07,2.22
25.0,25.0,565.0,3,24.1,1.17,0.11,2.24
25.0,25.0,570.0,3,24.1,1.16,0.1,2.19
25.0,25.0,575.0,3,24.1,1.16,0.09,2.2
25.0,25.0,580.0,3,24.1,1.16,0.1,2.22
25.0,25.0,585.0,3,24.1,1.15,0.08,2.2
25.0,25.0,590.0,3,24.0,1.16,0.09,2.2
25.0,25.0,595.0,3,24.1,1.16,0.08,2.2
25.0,25.0,600.0,3,24.0,1.17,0.11,2.23
25.0,25.0,605.0,3,24.1,1.16,0.11,2.2
25.0,25.0,610.0,3,24.2,1.16,0.1,2.21
25.0,25.0,615.0,3,24.0,1.17,0.12,2.21
25.0,25.0,620.0,3,24.0,1.16,0.1,2.23
25.0,25.0,625.0,3,24.2,1.16,0.1,2.2
25.0,25.0,630.0,3,24.1,1.17,0.11,2.23
25.0,25.0,635.0,3,24.1,1.17,0.11,2.23
25.0,25.0,640.0,3,24.0,1.16,0.1,2.2
25.0,25.0,645.0,3,24.0,1.17,0.11,2.23
25.0,25.0,650.0,3,24.0,1.17,0.11,2.25
25.0,25.0,655.0,3,23.9,1.18,0.11,2.26
25.0,25.0,660.0,3,24.1,1.16,0.08,2.2
25.0,25.0,665.0,3,24.0,1.16,0.1,2.19
25.0,25.0,670.0,3,24.1,1.16,0.11,2.19
25.0,25.0,675.0,3,24.2,1.16,0.1,2.19
25.0,25.0,680.0,3,24.1,1.16,0.11,2.21
25.0,25.0,685.0,3,24.1,1.16,0.1,2.21
25.0,25.0,690.0,3,24.1,1.16,0.1,2.22
25.0,25.0,695.0,3,24.1,1.17,0.1,2.22
25.0,25.0,700.0,3,24.0,1.15,0.1,2.19
25.0,25.0,705.0,3,24.2,1.15,0.1,2.19
25.0,25.0,710.0,3,24.0,1.15,0.1,2.18
25.0,25.0,715.0,3,24.0,1.16,0.1,2.2
25.0,25.0,720.0,3,24.0,1.15,0.09,2.2
25.0,25.0,725.0,3,24.1,1.16,0.1,2.19
25.0,25.0,730.0,3,24.0,1.15,0.09,2.21
25.0,25.0,735.0,3,24.2,1.15,0.09,2.18
25.0,25.0,740.0,3,24.2,1.16,0.11,2.2
25.0,25.0,745.0,3,24.3,1.15,0.1,2.18
25.0,25.0,750.0,3,24.0,1.16,0.1,2.19
25.0,25.0,755.0,3,24.0,1.16,0.1,2.2
25.0,25.0,760.0,3,24.1,1.15,0.1,2.19
25.0,25.0,765.0,3,24.1,1.15,0.11,2.18
25.0,25.0,770.0,3,24.0,1.15,0.1,2.19
25.0,25.0,775.0,3,24.0,1.15,0.1,2.19
25.0,25.0,780.0,3,24.1,1.15,0.1,2.19
25.0,25.0,785.0,3,24.1,1.14,0.09,2.17
25.0,25.0,790.0,3,24.0,1.15,0.08,2.19
25.0,25.0,795.0,3,24.1,1.15,0.1,2.18
25.0,25.0,800.0,3,24.1,1.15,0.1,2.21
30.0,30.0,10.0,3,30.0,0.2,0.02,0.39
30.0,30.0,15.0,3,28.5,0.3,0.03,2.06
30.0,30.0,20.0,3,30.0,0.37,0.04,0.71
30.0,30.0,25.0,3,30.0,0.46,0.04,0.89
30.0,30.0,30.0,3,28.5,0.56,0.05,2.08
30.0,30.0,35.0,3,28.8,0.67,0.05,2.08
30.0,30.0,40.0,3,30.0,0.73,0.04,1.4
30.0,30.0,45.0,3,28.5,0.84,0.08,2.06
30.0,30.0,50.0,3,29.9,0.92,0.06,1.75
30.0,30.0,55.0,3,28.5,1.02,0.09,2.08
30.0,30.0,60.0,3,29.3,1.11,0.08,2.14
30.0,30.0,65.0,3,29.8,1.17,0.11,2.22
30.0,30.0,70.0,3,29.9,1.17,0.11,2.23
30.0,30.0,75.0,3,29.8,1.17,0.07,2.24
30.0,30.0,80.0,3,29.9,1.16,0.08,2.25
30.0,30.0,85.0,3,28.3,1.16,0.09,2.22
30.0,30.0,90.0,3,28.2,1.16,0.09,2.23
30.0,30.0,95.0,3,29.8,1.17,0.12,2.23
30.0,30.0,100.0,3,28.3,1.16,0.11,2.23
30.0,30.0,105.0,3,29.9,1.16,0.1,2.21
30.0,30.0,110.0,3,29.8,1.16,0.08,2.23
30.0,30.0,115.0,3,29.9,1.16,0.1,2.22
30.0,30.0,120.0,3,28.4,1.16,0.11,2.22
30.0,30.0,125.0,3,28.2,1.16,0.1,2.23
30.0,30.0,130.0,3,29.9,1.16,0.08,2.21
30.0,30.0,135.0,3,29.9,1.15,0.09,2.21
30.0,30.0,140.0,3,29.9,1.17,0.11,2.24
30.0,30.0,145.0,3,29.9,1.17,0.12,2.21
30.0,30.0,150.0,3,28.4,1.16,0.11,2.21
30.0,30.0,155.0,3,29.9,1.16,0.1,2.22
30.0,30.0,160.0,3,29.8,1.17,0.1,2.24
30.0,30.0,165.0,3,28.4,1.17,0.11,2.23
30.0,30.0,170.0,3,29.8,1.17,0.12,2.23
30.0,30.0,175.0,3,28.4,1.16,0.1,2.21
30.0,30.0,180.0,3,28.3,1.17,0.12,2.23
30.0,30.0,185.0,3,28.3,1.18,0.12,2.27
30.0,30.0,190.0,3,29.6,1.2,0.13,2.27
30.0,30.0,195.0,3,29.9,1.17,0.12,2.24
30.0,30.0,200.0,3,29.8,1.19,0.12,2.27
30.0,30.0,205.0,3,28.3,1.17,0.12,2.24
30.0,30.0,210.0,3,28.4,1.18,0.12,2.26
30.0,30.0,215.0,3,28.2,1.18,0.11,2.27
30.0,30.0,220.0,3,29.8,1.19,0.06,2.28
30.0,30.0,225.0,3,29.8,1.18,0.12,2.24
30.0,30.0,230.0,3,28.3,1.18,0.11,2.27
30.0,30.0,235.0,3,29.6,1.2,0.12,2.26
30.0,30.0,240.0,3,28.3,1.18,0.12,2.26
30.0,30.0,245.0,3,29.8,1.19,0.11,2.27
30.0,30.0,250.0,3,29.6,1.2,0.13,2.27
30.0,30.0,255.0,3,29.6,1.2,0.12,2.3
30.0,30.0,260.0,3,29.7,1.19,0.1,2.27
30.0,30.0,265.0,3,29.8,1.18,0.13,2.25
30.0,30.0,270.0,3,28.3,1.18,0.12,2.29
30.0,30.0,275.0,3,28.3,1.18,0.13,2.26
30.0,30.0,280.0,3,28.4,1.18,0.13,2.25
30.0,30.0,285.0,3,28.3,1.17,0.09,2.25
30.0,30.0,290.0,3,29.7,1.19,0.12,2.28
30.0,30.0,295.0,3,28.4,1.17,0.11,2.25
30.0,30.0,300.0,3,28.4,1.19,0.14,2.25
30.0,30.0,305.0,3,29.9,1.18,0.09,2.27
30.0,30.0,310.0,3,29.7,1.2,0.1,2.31
30.0,30.0,315.0,3,28.3,1.17,0.12,2.27
30.0,30.0,320.0,3,28.2,1.18,0.13,2.29
30.0,30.0,325.0,3,29.8,1.19,0.12,2.27
30.0,30.0,330.0,3,29.8,1.18,0.11,2.23
30.0,30.0,335.0,3,28.4,1.17,0.12,2.23
30.0,30.0,340.0,3,28.3,1.18,0.14,2.26
30.0,30.0,345.0,3,29.9,1.18,0.13,2.25
30.0,30.0,350.0,3,28.6,1.18,0.12,2.24
30.0,30.0,355.0,3,29.9,1.18,0.13,2.23
30.0,30.0,360.0,3,29.8,1.19,0.1,2.29
30.0,30.0,365.0,3,28.3,1.16,0.1,2.22
30.0,30.0,370.0,3,28.3,1.18,0.12,2.25
30.0,30.0,375.0,3,28.5,1.16,0.09,2.22
30.0,30.0,380.0,3,28.5,1.16,0.11,2.21
30.0,30.0,385.0,3,28.3,1.17,0.09,2.23
30.0,30.0,390.0,3,28.4,1.17,0.11,2.29
30.0,30.0,395.0,3,28.5,1.17,0.12,2.21
30.0,30.0,400.0,3,28.4,1.18,0.12,2.24
30.0,30.0,405.0,3,28.4,1.17,0.12,2.23
30.0,30.0,410.0,3,28.4,1.19,0.14,2.3
30.0,30.0,415.0,3,29.9,1.17,0.12,2.24
30.0,30.0,420.0,3,28.3,1.17,0.13,2.23
30.0,30.0,425.0,3,28.3,1.17,0.11,2.25
30.0,30.0,430.0,3,28.3,1.17,0.1,2.25
30.0,30.0,435.0,3,28.3,1.18,0.12,2.25
30.0,30.0,440.0,3,29.9,1.18,0.13,2.23
30.0,30.0,445.0,3,28.4,1.16,0.1,2.23
30.0,30.0,450.0,3,28.5,1.17,0.12,2.23
30.0,30.0,455.0,3,28.5,1.17,0.12,2.23
30.0,30.0,460.0,3,29.9,1.18,0.12,2.23
30.0,30.0,465.0,3,28.4,1.17,0.12,2.23
30.0,30.0,470.0,3,28.5,1.17,0.11,2.24
30.0,30.0,475.0,3,28.5,1.17,0.09,2.23
30.0,30.0,480.0,3,29.9,1.17,0.13,2.23
30.0,30.0,485.0,3,28.3,1.16,0.08,2.22
30.0,30.0,490.0,3,28.5,1.17,0.13,2.22
30.0,30.0,495.0,3,28.3,1.17,0.12,2.23
30.0,30.0,500.0,3,29.8,1.16,0.12,2.22
30.0,30.0,505.0,3,28.3,1.16,0.08,2.2
30.0,30.0,510.0,3,28.5,1.17,0.12,2.24
30.0,30.0,515.0,3,29.9,1.19,0.12,2.26
30.0,30.0,520.0,3,28.4,1.18,0.12,2.24
30.0,30.0,525.0,3,28.3,1.16,0.1,2.24
30.0,30.0,530.0,3,28.4,1.16,0.11,2.21
30.0,30.0,535.0,3,29.9,1.17,0.12,2.23
30.0,30.0,540.0,3,29.9,1.18,0.13,2.25
30.0,30.0,545.0,3,29.9,1.17,0.1,2.24
30.0,30.0,550.0,3,29.9,1.17,0.11,2.24
30.0,30.0,555.0,3,28.3,1.18,0.13,2.26
30.0,30.0,560.0,3,28.3,1.16,0.1,2.21
30.0,30.0,565.0,3,28.4,1.18,0.12,2.26
30.0,30.0,570.0,3,28.3,1.17,0.12,2.23
30.0,30.0,575.0,3,29.9,1.16,0.11,2.21
30.0,30.0,580.0,3,28.4,1.17,0.11,2.23
30.0,30.0,585.0,3,28.3,1.17,0.11,2.25
30.0,30.0,590.0,3,29.8,1.18,0.13,2.25
30.0,30.0,595.0,3,29.7,1.2,0.12,2.27
30.0,30.0,600.0,3,28.3,1.16,0.11,2.23
30.0,30.0,605.0,3,28.6,1.16,0.12,2.22
30.0,30.0,610.0,3,28.3,1.17,0.13,2.23
30.0,30.0,615.0,3,28.3,1.17,0.12,2.24
30.0,30.0,620.0,3,29.9,1.17,0.1,2.24
30.0,30.0,625.0,3,29.9,1.17,0.1,2.24
30.0,30.0,630.0,3,28.3,1.18,0.13,2.26
30.0,30.0,635.0,3,28.3,1.17,0.08,2.23
30.0,30.0,640.0,3,29.8,1.18,0.11,2.24
30.0,30.0,645.0,3,28.3,1.17,0.12,2.24
30.0,30.0,650.0,3,29.8,1.19,0.13,2.27
30.0,30.0,655.0,3,28.4,1.18,0.13,2.25
30.0,30.0,660.0,3,28.3,1.17,0.12,2.24
30.0,30.0,665.0,3,28.4,1.18,0.14,2.23
30.0,30.0,670.0,3,28.3,1.16,0.1,2.21
30.0,30.0,675.0,3,28.3,1.16,0.12,2.23
30.0,30.0,680.0,3,29.7,1.19,0.13,2.24
30.0,30.0,685.0,3,28.3,1.17,0.12,2.24
30.0,30.0,690.0,3,28.5,1.17,0.1,2.24
30.0,30.0,695.0,3,29.8,1.19,0.12,2.26
30.0,30.0,700.0,3,28.5,1.16,0.1,2.23
30.0,30.0,705.0,3,28.4,1.16,0.11,2.2
30.0,30.0,710.0,3,28.3,1.16,0.1,2.23
30.0,30.0,715.0,3,29.9,1.17,0.1,2.24
30.0,30.0,720.0,3,28.3,1.16,0.12,2.21
30.0,30.0,725.0,3,28.4,1.16,0.1,2.2
30.0,30.0,730.0,3,28.3,1.16,0.11,2.21
30.0,30.0,735.0,3,29.9,1.16,0.07,2.22
30.0,30.0,740.0,3,28.2,1.17,0.11,2.22
30.0,30.0,745.0,3,28.4,1.16,0.11,2.22
30.0,30.0,750.0,3,29.9,1.18,0.12,2.24
30.0,30.0,755.0,3,29.8,1.17,0.12,2.26
30.0,30.0,760.0,3,28.3,1.16,0.11,2.23
30.0,30.0,765.0,3,28.5,1.16,0.12,2.23
30.0,30.0,770.0,3,28.4,1.16,0.12,2.21
30.0,30.0,775.0,3,28.5,1.16,0.11,2.22
30.0,30.0,780.0,3,29.9,1.17,0.1,2.24
30.0,30.0,785.0,3,28.3,1.16,0.1,2.21
30.0,30.0,790.0,3,28.4,1.15,0.11,2.2
30.0,30.0,795.0,3,29.8,1.17,0.12,2.23
30.0,30.0,800.0,3,29.8,1.17,0.11,2.22
35.0,35.0,10.0,3,35.0,0.17,0.03,0.35
35.0,35.0,15.0,3,33.0,0.27,0.03,2.06
35.0,35.0,20.0,3,35.0,0.33,0.04,0.64
35.0,35.0,25.0,3,35.0,0.4,0.05,0.76
35.0,35.0,30.0,3,33.0,0.5,0.05,2.06
35.0,35.0,35.0,3,33.2,0.59,0.06,2.08
35.0,35.0,40.0,3,35.0,0.64,0.07,1.22
35.0,35.0,45.0,3,32.9,0.73,0.07,2.08
35.0,35.0,50.0,3,34.9,0.8,0.08,1.52
35.0,35.0,55.0,3,32.9,0.9,0.09,2.09
35.0,35.0,60.0,3,33.8,0.98,0.05,2.15
35.0,35.0,65.0,3,33.3,1.06,0.1,2.15
35.0,35.0,70.0,3,33.2,1.13,0.12,2.13
35.0,35.0,75.0,3,34.2,1.19,0.1,2.24
35.0,35.0,80.0,3,34.1,1.18,0.1,2.25
35.0,35.0,85.0,3,34.2,1.19,0.12,2.24
35.0,35.0,90.0,3,34.0,1.21,0.14,2.28
35.0,35.0,95.0,3,34.0,1.2,0.12,2.26
35.0,35.0,100.0,3,34.4,1.19,0.13,2.25
35.0,35.0,105.0,3,34.3,1.18,0.11,2.25
35.0,35.0,110.0,3,34.6,1.17,0.12,2.23
35.0,35.0,115.0,3,34.1,1.19,0.12,2.24
35.0,35.0,120.0,3,34.2,1.18,0.12,2.23
35.0,35.0,125.0,3,34.2,1.18,0.1,2.23
35.0,35.0,130.0,3,34.3,1.18,0.1,2.25
35.0,35.0,135.0,3,34.5,1.17,0.1,2.22
35.0,35.0,140.0,3,34.2,1.19,0.13,2.24
35.0,35.0,145.0,3,34.3,1.19,0.13,2.28
35.0,35.0,150.0,3,34.3,1.19,0.12,2.25
35.0,35.0,155.0,3,34.4,1.19,0.12,2.25
35.0,35.0,160.0,3,34.4,1.2,0.14,2.27
35.0,35.0,165.0,3,34.3,1.19,0.14,2.27
35.0,35.0,170.0,3,34.0,1.19,0.11,2.25
35.0,35.0,175.0,3,34.2,1.19,0.13,2.23
35.0,35.0,180.0,3,34.5,1.18,0.09,2.27
35.0,35.1,185.0,3,34.0,1.22,0.15,2.27
35.0,35.0,190.0,3,34.3,1.21,0.12,2.27
35.0,35.1,195.0,3,34.3,1.2,0.1,2.32
35.0,35.0,200.0,3,34.0,1.21,0.08,2.29
35.0,35.0,205.0,3,34.2,1.2,0.13,2.29
35.0,35.0,210.0,3,34.4,1.18,0.12,2.25
35.0,35.0,215.0,3,34.2,1.21,0.12,2.3
35.0,35.0,220.0,3,34.2,1.21,0.14,2.27
35.0,35.0,225.0,3,34.1,1.2,0.07,2.25
35.0,35.0,230.0,3,33.9,1.23,0.13,2.31
35.0,35.0,235.0,3,34.3,1.19,0.12,2.24
35.0,35.1,240.0,3,33.9,1.22,0.14,2.32
35.0,35.0,245.0,3,34.5,1.19,0.13,2.27
35.0,35.0,250.0,3,34.1,1.22,0.14,2.31
35.0,35.0,255.0,3,33.9,1.23,0.14,2.32
35.0,35.0,260.0,3,34.0,1.21,0.11,2.28
35.0,35.0,265.0,3,34.1,1.21,0.14,2.28
35.0,35.0,270.0,3,34.2,1.2,0.11,2.29
35.0,35.0,275.0,3,33.9,1.22,0.15,2.29
35.0,35.0,280.0,3,33.8,1.23,0.14,2.31
35.0,35.0,285.0,3,34.0,1.22,0.13,2.3
35.0,35.0,290.0,3,33.9,1.2,0.12,2.29
35.0,35.1,295.0,3,34.2,1.19,0.08,2.29
35.0,35.0,300.0,3,34.2,1.21,0.14,2.28
35.0,35.0,305.0,3,33.9,1.23,0.13,2.31
35.0,35.0,310.0,3,33.8,1.23,0.13,2.29
35.0,35.0,315.0,3,33.9,1.21,0.1,2.29
35.0,35.1,320.0,3,34.0,1.22,0.12,2.29
35.0,35.0,325.0,3,34.2,1.21,0.12,2.32
35.0,35.0,330.0,3,34.4,1.19,0.13,2.27
35.0,35.0,335.0,3,34.0,1.21,0.13,2.27
35.0,35.0,340.0,3,34.3,1.21,0.15,2.27
35.0,35.0,345.0,3,34.3,1.2,0.14,2.27
35.0,35.0,350.0,3,34.6,1.19,0.1,2.28
35.0,35.0,355.0,3,34.0,1.22,0.15,2.3
35.0,35.0,360.0,3,34.5,1.19,0.13,2.3
35.0,35.0,365.0,3,34.4,1.18,0.11,2.25
35.0,35.1,370.0,3,34.4,1.19,0.11,2.26
35.0,35.1,375.0,3,34.3,1.19,0.13,2.24
35.0,35.0,380.0,3,34.4,1.18,0.07,2.25
35.0,35.0,385.0,3,34.3,1.19,0.14,2.23
35.0,35.0,390.0,3,34.4,1.19,0.13,2.25
35.0,35.0,395.0,3,34.3,1.19,0.12,2.23
35.0,35.0,400.0,3,34.4,1.19,0.12,2.26
35.0,35.0,405.0,3,34.2,1.2,0.1,2.27
35.0,35.0,410.0,3,34.2,1.21,0.15,2.28
35.0,35.1,415.0,3,34.4,1.2,0.14,2.28
35.0,35.0,420.0,3,34.7,1.16,0.11,2.22
35.0,35.0,425.0,3,34.4,1.19,0.1,2.24
35.0,35.1,430.0,3,34.3,1.2,0.14,2.26
35.0,35.1,435.0,3,34.1,1.2,0.1,2.27
35.0,35.0,440.0,3,34.2,1.2,0.14,2.28
35.0,35.0,445.0,3,34.4,1.19,0.14,2.24
35.0,35.0,450.0,3,34.4,1.19,0.13,2.25
35.0,35.0,455.0,3,34.5,1.18,0.13,2.24
35.0,35.0,460.0,3,34.3,1.2,0.14,2.27
35.0,35.0,465.0,3,34.3,1.19,0.13,2.24
35.0,35.0,470.0,3,34.3,1.19,0.14,2.26
35.0,35.0,475.0,3,34.1,1.21,0.14,2.27
35.0,35.1,480.0,3,34.7,1.18,0.15,2.25
35.0,35.1,485.0,3,34.6,1.17,0.09,2.25
35.0,35.0,490.0,3,34.3,1.19,0.13,2.24
35.0,35.0,495.0,3,34.3,1.2,0.14,2.27
35.0,35.0,500.0,3,34.2,1.2,0.12,2.27
35.0,35.0,505.0,3,34.6,1.17,0.13,2.23
35.0,35.0,510.0,3,34.2,1.2,0.13,2.25
35.0,35.1,515.0,3,34.3,1.2,0.14,2.25
35.0,35.0,520.0,3,34.1,1.24,0.15,2.38
35.0,35.0,525.0,3,34.0,1.21,0.14,2.25
35.0,35.0,530.0,3,34.1,1.21,0.14,2.32
35.0,35.0,535.0,3,34.1,1.21,0.14,2.27
35.0,35.0,540.0,3,34.1,1.22,0.14,2.27
35.0,35.0,545.0,3,34.7,1.18,0.11,2.24
35.0,35.0,550.0,3,34.1,1.2,0.12,2.26
35.0,35.0,555.0,3,34.4,1.2,0.15,2.26
35.0,35.0,560.0,3,34.3,1.19,0.13,2.26
35.0,35.1,565.0,3,34.4,1.19,0.14,2.25
35.0,35.0,570.0,3,34.0,1.22,0.14,2.3
35.0,35.0,575.0,3,34.1,1.2,0.13,2.25
35.0,35.0,580.0,3,34.5,1.19,0.13,2.23
35.0,35.0,585.0,3,34.2,1.2,0.13,2.27
35.0,35.0,590.0,3,34.2,1.21,0.13,2.29
35.0,35.0,595.0,3,34.1,1.21,0.12,2.28
35.0,35.0,600.0,3,34.4,1.18,0.12,2.24
35.0,35.0,605.0,3,34.4,1.19,0.13,2.25
35.0,35.0,610.0,3,34.4,1.19,0.1,2.26
35.0,35.0,615.0,3,34.1,1.2,0.13,2.3
35.0,35.0,620.0,3,34.1,1.22,0.15,2.27
35.0,35.0,625.0,3,34.2,1.2,0.13,2.27
35.0,35.0,630.0,3,34.3,1.2,0.14,2.27
35.0,35.0,635.0,3,34.0,1.2,0.12,2.25
35.0,35.0,640.0,3,34.1,1.21,0.13,2.3
35.0,35.0,645.0,3,34.1,1.21,0.14,2.26
35.0,35.0,650.0,3,34.2,1.2,0.14,2.28
35.0,35.0,655.0,3,34.2,1.21,0.14,2.28
35.0,35.0,660.0,3,34.2,1.2,0.13,2.25
35.0,35.0,665.0,3,34.1,1.21,0.12,2.27
35.0,35.0,670.0,3,34.4,1.19,0.13,2.26
